Algoritmo,Max_repeticiones,Longitud,Tiempo
2,5,1350,0.05627727508544922
1,4,1305,0.00439763069152832
1,6,1436,0.0048787593841552734
0,4,1227,0.09965062141418457
1,4,1329,0.004475593566894531
0,5,1534,0.15848755836486816
1,5,1288,0.0043354034423828125
0,4,1135,0.08352136611938477
0,5,1394,0.1303541660308838
1,6,1743,0.00602269172668457
1,5,1654,0.005720853805541992
1,4,1189,0.0039713382720947266
1,6,1687,0.005820751190185547
2,5,1387,0.05821990966796875
1,5,1275,0.004285097122192383
2,5,1701,0.08948898315429688
0,5,1327,0.11832523345947266
1,6,1536,0.005251169204711914
1,4,1266,0.004258632659912109
2,5,1466,0.06574773788452148
0,5,1188,0.0947713851928711
2,4,1754,0.09527134895324707
0,5,1047,0.07037568092346191
0,6,1747,0.20972061157226562
1,5,1726,0.005999088287353516
2,5,1449,0.06428956985473633
1,5,1695,0.005846261978149414
2,5,1713,0.09158968925476074
2,5,1768,0.09508109092712402
2,4,1038,0.03182578086853027
1,4,1034,0.003369569778442383
1,6,1729,0.006053447723388672
1,5,1727,0.005964756011962891
0,6,1688,0.1945173740386963
2,6,1763,0.09514069557189941
0,5,1496,0.1520094871520996
0,5,1791,0.22039794921875
1,4,1029,0.003378629684448242
2,5,1006,0.02968740463256836
1,6,1180,0.003918170928955078
2,5,1608,0.0784001350402832
1,5,1391,0.0047147274017333984
2,4,1163,0.04030942916870117
1,4,1427,0.004837751388549805
0,5,1460,0.14179515838623047
1,5,1426,0.004839897155761719
0,5,1494,0.14915227890014648
1,5,1722,0.006035566329956055
1,4,1180,0.003940105438232422
2,5,1350,0.05372810363769531
2,5,1700,0.08836913108825684
0,5,1313,0.11432290077209473
2,4,1092,0.03647804260253906
0,6,1067,0.07513618469238281
2,5,1765,0.09301137924194336
0,5,1133,0.08717656135559082
1,5,1569,0.005353450775146484
0,4,1661,0.1847541332244873
2,4,1171,0.04155087471008301
2,6,1676,0.08595871925354004
1,4,1413,0.0047931671142578125
0,6,1600,0.1757190227508545
0,5,1763,0.21329021453857422
0,5,1603,0.17623114585876465
1,4,1192,0.003983974456787109
2,5,1739,0.0926511287689209
0,4,1370,0.1262037754058838
2,5,1673,0.08174252510070801
0,5,1707,0.1987442970275879
1,5,1260,0.004240751266479492
2,4,1040,0.03343033790588379
2,6,1578,0.0769505500793457
0,4,1037,0.07014775276184082
1,5,1759,0.00613713264465332
2,5,1259,0.04786276817321777
2,5,1210,0.04523968696594238
1,8,1774,0.0061414241790771484
2,4,1013,0.031542062759399414
2,4,1247,0.046373605728149414
1,6,1745,0.006028652191162109
2,5,1730,0.09308791160583496
2,5,1653,0.08326578140258789
1,4,1198,0.004003763198852539
2,5,1208,0.042755126953125
0,7,1671,0.19002127647399902
0,5,1167,0.09104251861572266
1,4,1388,0.004691362380981445
0,4,1428,0.13806366920471191
2,6,1571,0.07494807243347168
2,5,1193,0.04410147666931152
2,5,1617,0.08161687850952148
0,4,1137,0.08538508415222168
0,5,1423,0.13718771934509277
2,4,1032,0.03251814842224121
0,4,1018,0.06892609596252441
1,4,1140,0.003762483596801758
1,5,1718,0.005925416946411133
1,5,1396,0.004742145538330078
1,6,1712,0.006060361862182617
2,5,1557,0.07501339912414551
1,6,1668,0.0057523250579833984
1,5,1240,0.004164218902587891
0,6,1596,0.17335867881774902
0,5,1406,0.1321878433227539
0,4,1286,0.11219406127929688
1,5,1090,0.003582000732421875
2,4,1088,0.035264015197753906
2,5,1641,0.08142757415771484
1,4,1243,0.004180908203125
0,4,1028,0.06913113594055176
1,4,1056,0.0034453868865966797
1,6,1472,0.005005359649658203
0,6,1114,0.08212709426879883
0,4,1063,0.07345700263977051
2,5,1073,0.03400564193725586
1,5,1446,0.004904747009277344
1,7,1768,0.006124734878540039
1,4,1323,0.0044710636138916016
1,4,1322,0.004447221755981445
1,4,1024,0.003255128860473633
0,5,1720,0.20435142517089844
1,5,1447,0.00494384765625
2,5,1358,0.056276559829711914
2,6,1656,0.08262443542480469
1,5,1576,0.005419015884399414
2,5,1127,0.03842878341674805
1,6,1090,0.0036559104919433594
1,4,1038,0.003381490707397461
0,6,1605,0.176161527633667
1,5,1546,0.0053026676177978516
2,4,1059,0.03401684761047363
2,5,1634,0.0817708969116211
0,5,1422,0.13652753829956055
2,4,1091,0.035407066345214844
0,7,1800,0.22034716606140137
1,6,1030,0.003467559814453125
2,5,1121,0.038219451904296875
